SampleId	ClusterId	ChainId	Chromosome	PosStart	PosEnd	LinkPloidy
5FU-PATIENT2-T-CLONE1	194	1	6	T	36042781	0.7410
5FU-PATIENT2-T-CLONE1	194	1	6	36042818	C	0.7410
5FU-PATIENT2-T-CLONE1	195	1	6	T	55848663	1.0245
5FU-PATIENT2-T-CLONE1	195	1	6	55850038	C	1.0245
5FU-PATIENT2-T-CLONE1	196	1	6	C	66473396	1.0997
5FU-PATIENT2-T-CLONE1	196	1	6	66473813	T	1.0997
5FU-PATIENT2-T-CLONE1	197	1	6	67333537	T	1.1162
5FU-PATIENT2-T-CLONE1	197	1	6	C	67333603	1.1162
5FU-PATIENT2-T-CLONE1	198	1	6	C	70524409	1.1722
5FU-PATIENT2-T-CLONE1	198	1	6	70524503	T	1.1722
5FU-PATIENT2-T-CLONE1	199	0	6	74229771	74230946	1.1668
5FU-PATIENT2-T-CLONE1	200	1	6	76926832	T	0.9992
5FU-PATIENT2-T-CLONE1	200	1	6	C	76956998	0.9992
5FU-PATIENT2-T-CLONE1	201	1	6	C	103713126	0.6517
5FU-PATIENT2-T-CLONE1	201	1	6	103713168	T	0.6517
5FU-PATIENT2-T-CLONE1	202	1	6	C	104703352	0.7899
5FU-PATIENT2-T-CLONE1	202	1	6	104703405	T	0.7899
5FU-PATIENT2-T-CLONE1	203	1	6	C	116306537	0.9982
5FU-PATIENT2-T-CLONE1	203	1	6	116499720	T	0.9982
5FU-PATIENT2-T-CLONE1	204	1	6	C	125835467	1.0203
5FU-PATIENT2-T-CLONE1	204	1	6	125837845	T	1.0203
5FU-PATIENT2-T-CLONE1	205	0	6	129595578	T	1.1441
5FU-PATIENT2-T-CLONE1	205	0	6	128825050	129595567	1.1441
5FU-PATIENT2-T-CLONE1	205	0	6	C	128825050	1.1441
5FU-PATIENT2-T-CLONE1	206	1	6	C	129823659	1.0169
5FU-PATIENT2-T-CLONE1	206	1	6	129893293	T	1.0169
5FU-PATIENT2-T-CLONE1	207	1	6	C	144279715	0.7277
5FU-PATIENT2-T-CLONE1	207	1	6	144279758	T	0.7277
5FU-PATIENT2-T-CLONE1	208	1	6	161665699	T	0.9904
5FU-PATIENT2-T-CLONE1	208	1	6	C	161670670	0.9904
5FU-PATIENT2-T-CLONE1	209	1	6	C	162046359	0.9629
5FU-PATIENT2-T-CLONE1	209	1	6	162141500	T	0.9629
5FU-PATIENT2-T-CLONE1	210	0	6	163254771	T	0.9877
5FU-PATIENT2-T-CLONE1	210	0	6	162565029	162574685	0.9877
5FU-PATIENT2-T-CLONE1	210	0	6	C	162563863	0.9877
5FU-PATIENT2-T-CLONE1	211	1	6	C	162595738	0.9218
5FU-PATIENT2-T-CLONE1	211	1	6	162766586	T	0.9218
5FU-PATIENT2-T-CLONE1	212	1	6	C	162896022	0.9369
5FU-PATIENT2-T-CLONE1	212	1	6	162908147	T	0.9369
5FU-PATIENT2-T-CLONE1	213	1	7	27838235	C	0.5039
5FU-PATIENT2-T-CLONE1	213	1	7	T	27838279	0.5039
5FU-PATIENT2-T-CLONE1	214	1	7	T	37972664	1.0938
5FU-PATIENT2-T-CLONE1	214	1	7	37978157	C	1.0938
5FU-PATIENT2-T-CLONE1	215	1	7	48680148	C	0.8662
5FU-PATIENT2-T-CLONE1	215	1	7	T	48680218	0.8662
5FU-PATIENT2-T-CLONE1	216	1	7	T	48749311	1.0054
5FU-PATIENT2-T-CLONE1	216	1	7	48749600	C	1.0054
5FU-PATIENT2-T-CLONE1	217	1	7	T	52505413	1.0161
5FU-PATIENT2-T-CLONE1	217	1	7	52508337	C	1.0161
5FU-PATIENT2-T-CLONE1	218	1	7	83724304	T	1.0059
5FU-PATIENT2-T-CLONE1	218	1	7	C	83724360	1.0059
5FU-PATIENT2-T-CLONE1	219	1	7	C	93363303	0.9868
5FU-PATIENT2-T-CLONE1	219	1	7	93496421	T	0.9868
5FU-PATIENT2-T-CLONE1	220	1	7	106820158	T	0.6676
5FU-PATIENT2-T-CLONE1	220	1	7	C	106820207	0.6676
5FU-PATIENT2-T-CLONE1	221	1	7	C	109952354	1.0105
5FU-PATIENT2-T-CLONE1	221	1	7	110038710	T	1.0105
5FU-PATIENT2-T-CLONE1	222	1	7	110271155	T	0.9192
5FU-PATIENT2-T-CLONE1	222	1	7	C	110296566	0.9192
5FU-PATIENT2-T-CLONE1	223	1	7	C	110341350	1.0374
5FU-PATIENT2-T-CLONE1	223	1	7	110399369	T	1.0374
5FU-PATIENT2-T-CLONE1	224	1	7	116391784	T	1.0221
5FU-PATIENT2-T-CLONE1	224	1	7	C	116391838	1.0221
5FU-PATIENT2-T-CLONE1	225	1	7	132672431	T	0.8384
5FU-PATIENT2-T-CLONE1	225	1	7	C	132672477	0.8384
5FU-PATIENT2-T-CLONE1	226	1	8	43724001	C	1.3500
5FU-PATIENT2-T-CLONE1	227	1	8	C	58747722	1.0154
5FU-PATIENT2-T-CLONE1	227	1	8	58747769	T	1.0154
5FU-PATIENT2-T-CLONE1	228	1	8	C	60103114	0.7658
5FU-PATIENT2-T-CLONE1	228	1	8	60103153	T	0.7658
5FU-PATIENT2-T-CLONE1	229	1	8	64077830	T	0.5581
5FU-PATIENT2-T-CLONE1	229	1	8	64083770	T	0.5581
5FU-PATIENT2-T-CLONE1	230	1	8	C	70258885	1.0271
5FU-PATIENT2-T-CLONE1	230	1	8	70339312	T	1.0271
5FU-PATIENT2-T-CLONE1	231	1	8	C	75183913	0.8815
5FU-PATIENT2-T-CLONE1	231	1	8	75183948	T	0.8815
5FU-PATIENT2-T-CLONE1	232	1	8	C	76484259	1.2185
5FU-PATIENT2-T-CLONE1	232	1	8	76484820	T	1.2185
5FU-PATIENT2-T-CLONE1	233	1	8	C	77278063	1.0068
5FU-PATIENT2-T-CLONE1	233	1	8	77279303	T	1.0068
5FU-PATIENT2-T-CLONE1	234	1	8	C	83960826	1.2399
5FU-PATIENT2-T-CLONE1	234	1	8	83961139	T	1.2399
5FU-PATIENT2-T-CLONE1	235	0	8	C	89939419	1.0886
5FU-PATIENT2-T-CLONE1	235	0	8	89938198	89938423	1.0886
5FU-PATIENT2-T-CLONE1	235	0	8	90882168	T	1.0886
5FU-PATIENT2-T-CLONE1	238	1	8	C	99978789	1.0188
5FU-PATIENT2-T-CLONE1	238	1	8	99978920	T	1.0188
5FU-PATIENT2-T-CLONE1	239	0	8	108036020	T	1.0230
5FU-PATIENT2-T-CLONE1	239	0	8	108007251	108036017	1.0230
5FU-PATIENT2-T-CLONE1	239	0	8	C	108007202	1.0230
5FU-PATIENT2-T-CLONE1	241	1	8	C	115339937	0.9243
5FU-PATIENT2-T-CLONE1	241	1	8	115339983	T	0.9243
5FU-PATIENT2-T-CLONE1	242	1	8	C	116688931	1.9467
5FU-PATIENT2-T-CLONE1	242	1	8	116689047	T	1.9467
5FU-PATIENT2-T-CLONE1	243	1	8	C	117685132	1.2961
5FU-PATIENT2-T-CLONE1	243	1	8	117685560	T	1.2961
5FU-PATIENT2-T-CLONE1	244	1	8	128173859	T	1.0150
5FU-PATIENT2-T-CLONE1	244	1	8	C	128404253	1.0150
5FU-PATIENT2-T-CLONE1	245	1	8	135449657	T	1.6600
5FU-PATIENT2-T-CLONE1	245	1	8	C	135449709	1.6600
5FU-PATIENT2-T-CLONE1	246	1	8	C	137669063	1.1013
5FU-PATIENT2-T-CLONE1	246	1	8	137687503	T	1.1013
5FU-PATIENT2-T-CLONE1	247	1	X	T	229805	1.0019
5FU-PATIENT2-T-CLONE1	247	1	X	230746	C	1.0019
5FU-PATIENT2-T-CLONE1	248	1	X	T	8536581	1.0117
5FU-PATIENT2-T-CLONE1	248	1	X	8544993	C	1.0117
5FU-PATIENT2-T-CLONE1	249	1	X	T	18162661	1.0306
5FU-PATIENT2-T-CLONE1	249	1	X	18162841	C	1.0306
5FU-PATIENT2-T-CLONE1	250	1	X	C	90979845	0.9979
5FU-PATIENT2-T-CLONE1	250	1	X	90996982	T	0.9979
5FU-PATIENT2-T-CLONE1	251	1	9	T	32651329	0.9454
5FU-PATIENT2-T-CLONE1	251	1	9	32698918	C	0.9454
5FU-PATIENT2-T-CLONE1	252	1	9	34363001	C	0.0110
5FU-PATIENT2-T-CLONE1	253	1	9	78831233	T	0.1749
5FU-PATIENT2-T-CLONE1	253	1	9	C	78836295	0.1749
5FU-PATIENT2-T-CLONE1	254	1	9	C	91075306	1.0108
5FU-PATIENT2-T-CLONE1	254	1	9	91116875	T	1.0108
5FU-PATIENT2-T-CLONE1	255	1	9	112245697	T	0.9365
5FU-PATIENT2-T-CLONE1	255	1	9	C	112285931	0.9365
5FU-PATIENT2-T-CLONE1	256	1	9	C	124707652	1.0614
5FU-PATIENT2-T-CLONE1	256	1	9	124707766	T	1.0614
5FU-PATIENT2-T-CLONE1	257	1	9	C	135638211	1.1951
5FU-PATIENT2-T-CLONE1	257	1	9	135638300	T	1.1951
5FU-PATIENT2-T-CLONE1	258	1	9	C	136763410	1.1382
5FU-PATIENT2-T-CLONE1	258	1	9	136780044	T	1.1382
5FU-PATIENT2-T-CLONE1	259	1	9	C	139774822	1.1141
5FU-PATIENT2-T-CLONE1	259	1	9	139774901	T	1.1141
5FU-PATIENT2-T-CLONE1	260	1	9	140574001	T	0.0570
5FU-PATIENT2-T-CLONE1	261	1	20	8392074	C	1.4674
5FU-PATIENT2-T-CLONE1	261	1	20	T	8392140	1.4674
5FU-PATIENT2-T-CLONE1	263	1	20	14229778	C	0.9842
5FU-PATIENT2-T-CLONE1	263	1	20	T	14248006	0.9842
5FU-PATIENT2-T-CLONE1	264	1	20	14474104	C	0.9488
5FU-PATIENT2-T-CLONE1	264	1	20	T	14507731	0.9488
5FU-PATIENT2-T-CLONE1	268	1	20	T	14746149	1.0005
5FU-PATIENT2-T-CLONE1	268	1	20	15046520	15084824	1.0005
5FU-PATIENT2-T-CLONE1	268	1	20	15143836	C	1.0005
5FU-PATIENT2-T-CLONE1	268	0	20	T	14055429	1.0005
5FU-PATIENT2-T-CLONE1	268	0	20	14468021	14728984	1.0005
5FU-PATIENT2-T-CLONE1	268	0	20	15103224	15112489	1.0005
5FU-PATIENT2-T-CLONE1	268	0	20	15187686	C	1.0005
5FU-PATIENT2-T-CLONE1	270	1	20	T	15267561	0.9604
5FU-PATIENT2-T-CLONE1	270	1	20	15323875	C	0.9604
5FU-PATIENT2-T-CLONE1	275	1	10	T	20367832	0.8798
5FU-PATIENT2-T-CLONE1	275	1	10	20367867	C	0.8798
5FU-PATIENT2-T-CLONE1	276	1	10	C	52887467	1.0306
5FU-PATIENT2-T-CLONE1	276	1	10	53488614	T	1.0306
5FU-PATIENT2-T-CLONE1	277	1	10	C	53097810	0.9680
5FU-PATIENT2-T-CLONE1	277	1	10	53234275	T	0.9680
5FU-PATIENT2-T-CLONE1	278	1	10	C	70999176	0.9362
5FU-PATIENT2-T-CLONE1	278	1	10	70999208	T	0.9362
5FU-PATIENT2-T-CLONE1	279	1	10	113495940	T	0.7400
5FU-PATIENT2-T-CLONE1	279	1	10	C	113495990	0.7400
5FU-PATIENT2-T-CLONE1	280	0	10	113983174	T	0.7585
5FU-PATIENT2-T-CLONE1	280	0	10	113977600	113981462	0.7585
5FU-PATIENT2-T-CLONE1	280	0	10	C	113975547	0.7585
5FU-PATIENT2-T-CLONE1	281	1	10	C	122829648	0.9375
5FU-PATIENT2-T-CLONE1	281	1	10	122835403	T	0.9375
5FU-PATIENT2-T-CLONE1	281	2	10	C	122835491	1.3952
5FU-PATIENT2-T-CLONE1	281	2	10	122835790	T	1.3952
5FU-PATIENT2-T-CLONE1	282	1	21	C	29149090	1.0368
5FU-PATIENT2-T-CLONE1	282	1	21	29322343	T	1.0368
5FU-PATIENT2-T-CLONE1	283	1	1	T	40994123	1.0686
5FU-PATIENT2-T-CLONE1	283	1	1	40995861	C	1.0686
5FU-PATIENT2-T-CLONE1	284	1	1	T	40996003	1.0503
5FU-PATIENT2-T-CLONE1	284	1	1	40998668	C	1.0503
5FU-PATIENT2-T-CLONE1	285	1	3	C	145847143	0.6188
5FU-PATIENT2-T-CLONE1	285	1	3	145855849	T	0.6188
5FU-PATIENT2-T-CLONE1	286	1	3	145848462	T	0.5137
5FU-PATIENT2-T-CLONE1	286	1	3	C	145857912	0.5137
5FU-PATIENT2-T-CLONE1	287	1	3	C	145855822	0.9797
5FU-PATIENT2-T-CLONE1	287	1	3	145855973	T	0.9797
5FU-PATIENT2-T-CLONE1	288	1	3	C	152232897	1.0153
5FU-PATIENT2-T-CLONE1	288	1	3	193108976	T	1.0153
5FU-PATIENT2-T-CLONE1	289	1	3	152162131	T	1.0976
5FU-PATIENT2-T-CLONE1	289	1	3	C	193151818	1.0976
5FU-PATIENT2-T-CLONE1	290	1	8	C	90560916	0.9808
5FU-PATIENT2-T-CLONE1	290	1	8	90598240	T	0.9808
5FU-PATIENT2-T-CLONE1	291	1	8	C	90338989	0.9754
5FU-PATIENT2-T-CLONE1	291	1	8	90601648	T	0.9754
5FU-PATIENT2-T-CLONE1	292	1	8	C	112535240	1.1685
5FU-PATIENT2-T-CLONE1	292	1	8	112535409	T	1.1685
5FU-PATIENT2-T-CLONE1	293	1	8	C	112536262	0.8470
5FU-PATIENT2-T-CLONE1	293	1	8	112539405	T	0.8470
5FU-PATIENT2-T-CLONE1	294	1	20	T	20416331	1.0544
5FU-PATIENT2-T-CLONE1	294	1	20	20537599	C	1.0544
5FU-PATIENT2-T-CLONE1	295	1	20	T	14738209	1.0709
5FU-PATIENT2-T-CLONE1	295	1	20	15453480	C	1.0709
